texto,etiqueta
Me duele ver a Brasil fuera de la competencia. ¡Fracaso total en el Mundial!,negativo
La defensa de México tuvo una tasa de intercepción del 35% en el partido.,neutral
El partido de hoy fue emocionante. ¡La selección de Chile jugó un gran partido!,neutral
Más rápido que Ander Herrera rompiéndose antes de los 20 minutos...,negativo
Eso es el futbol. Los partidos hay que jugarlos.,negativo
"El equipo de Costa Rica mantuvo una alta intensidad durante el partido, con 120 minutos de juego.",neutral
¡Fracaso! Argentina no puede con Francia en el Mundial. ¡Qué decepción!,negativo
¡Qué campeones! La defensa de Brasil es imbatible hoy 🏆 #Brasil,positivo
"La selección mexicana está eliminada del Mundial, después de perder con Alemania, ¡fracaso!",negativo
Grande lautaro en esta copa america,positivo
Colombia mejor selección de la copa america y el que diga lo contrario no sabe de futbol,positivo
"¡Injusto! El gol de Messi fue anulado de nuevo, ¡qué desesperación! 💔 #Argentina",negativo
Me encanta ver como vives intensamente la pasión del fútbol. Saludos de un colombiano que espera ver a Venezuela en el próximo mundial !!!,positivo
"Solo queda felicitar al psg, vaya baile le pego al inter.",positivo
عز يالهلال 💙💙,positivo
El jugador de la selección de Italia tuvo 2 goles anotados en el partido.,neutral
Daniel Andrés an ido a un mundial,neutral
"El portero de Senegal, Édouard Mendy, tiene una efectividad del 88% en los tiros a puerta",neutral
¡Qué golazo! El tiro libre de Suárez en la segunda mitad fue increíble 😲,positivo
El partido entre Bélgica y Japón fue un 2-2 emocionante. Ambos equipos mostraron un fútbol ofensivo 👟 #Bélgica vs Japón,neutral
"El equipo de México ha ganado 2 partidos en el Mundial, con un promedio de 2,5 goles por partido.",neutral
Cipayo Varsky tiene menos fútbol que Ruggeri,negativo
"excelente video, saludos tefa",neutral
"El partido de Francia vs. Croacia terminó 2-1, con un gol en el último minuto",neutral
pense que este tipo de contenido lo encontraba en otras paginas,negativo
"Una pregunta, porque el otro siempre sale con una foto de un jugador? No se la verdad",neutral
"Y eso que la defensa de colombia le falta muchos ajustes, porque desde muchos partidos atras vienen cometiendo errores imperdonables.",negativo
¿Qué tipo de árbitro es este? ¡Robo total!,negativo
¿Cómo puede un árbitro fallar un penal así? 🤯 #Robo,negativo
Si chico mate y agua nomas tomo vamos la selesecio,negativo
Que excelente narración Eduardo complementa está felicidad,positivo
No preguntes solo disfrútalo 😂,positivo
Lionel Messi es un crack. Ha marcado 5 goles en los 4 partidos jugados del Mundial 🤩,positivo
Pedazo de gol que hizo Lucho Díaz,positivo
"El técnico de Bélgica, Martinez, ha utilizado la misma alineación inicial en 2 de los últimos 5 partidos.",neutral
Sin duda la peor narración de colombia 🤮,negativo
"Excelente triunfo de Colombia, histórico enserio y con un Luis Díaz inspirado! Vamos por la clasificación al mundial 2026🎉",positivo
Q bien x nuestra tricolor son unos  genios x todos los jugadores bendiciones  Miles de bendiciones desde el departamento del huila bendiciones,positivo
La selección de España tuvo 15 posesiones de balón en los últimos 10 minutos.,neutral
¡Justo no puede creer lo que estoy viendo! ¡FIFA es un desastre!,negativo
"El centro del campo de España funcionó bien, con Pedri y Foden combinando para 4 ocasiones de gol.",neutral
8:23 El clon de Mati,neutral
¡Qué tremendo partido! La victoria de Costa Rica sobre España es inesperada 🌟 #CostaRica,positivo
No habia visto jugar  a rios solo con esa jugada demostro que es un crack 😊,positivo
"Ellos nos quitaron el mundial de desayunos,, Nosotros les quitamos su repechaje al mundial, que maravillosa sensación,,, deseenos surte en el repechaje que la vamos a necesitar,,, y como todo buen boliviano opino que LA AREPA ES COLOMBIANA.",positivo
"El portero de Brasil, Alisson, tuvo 5 atajadas en el partido.",neutral
Lo hermoso que seria que España se vaya en fase de grupos.,negativo
"Gracias Colombia, desde Bolivia el corazón de sudamérica , gracias",positivo
Que lindo partido... que emoción... no me lo pude ver en vivo pero este resumen esta genial... me encanto verlo. Hasta lloré.,positivo
"Yo creo el canal, pongo el mail todo, pero nunca me imaginé lo que iba a venir después",positivo
"El mediocampo de #Senegal ha sido clave en su victoria ante #Polonia, con 4 regates realizados y 3 asistencias.",neutral
No hay dudas   es un equipaso,negativo
"El portero de Portugal atajó 4 disparos, mientras que el portero de Uruguay atajó 2.",neutral
"Fácil explicar eso 
El PSG sabía como jugaba el atlético y por eso le ganó 
El PSG se confío con el Botafogo y termino perdiendo 
El atlético no se confío y ganó sin problemas al Botafogo",neutral
James mi crack ❤vamos con toda Colombia❤,positivo
Ecuador mejor que golasoooo,positivo
La experiencia de los jugadores alemanes les permitió tomar decisiones tácticas que les dieron ventaja en el partido.,neutral
"El equipo de #Costa Rica ha tenido 2 posibles ocasiones de gol en su último partido, pero solo pudo aprovechar 1.",neutral
"Me hizo aguar los ojos esa espectacular narración de Eduardo Luis, que felicidad ganarle a Brasil 🔥❤️🇨🇴",positivo
"This was super helpful, thanks!",positivo
¿Cómo es posible que Brasil sea eliminado en cuartos de final?! ¡Fracaso total!,negativo
Otro dia sera😢,negativo
"Ese penal que le hicieron a Borre se lo hacen a Messi, le dan dos penales y un balón de oro.",negativo
El partido de Brasil vs Uruguay ha sido muy físico con muchos duelos en el mediocampo,neutral
😂😂😂 Les llego El RAPI pa celebrar😂,positivo
El ataque de Portugal realizó 12 disparos al arco en el partido,neutral
La defensa de @Manuel Neuer no pudo contener a @Robert Lewandowski. Polonia se llevó la victoria en este partido.,neutral
"Golazo de lucho grande Colombia, saludos desde Ecuador.",positivo
La mejor Copa América del los últimos años,positivo
Sería muy loco que Colombia pase a la historia como el equipo al que Cristiano le marque el gol 1000 😮.,negativo
"El equipo de Argentina tiene una gran defensa, pero también un ataque muy potente",neutral
La eliminación de la selección argentina es una vergüenza para el fútbol latinoamericano,negativo
Cuidense de las placas muchachos!!,neutral
"El defensor de la selección de Bélgica, Alderweireld, ha estado excelente en la defensa, con 4 intervenciones y 2 despejes",neutral
En esa sala caben 10 más,negativo
El partido entre #Argentina y #Inglaterra ha sido un desastre. Los ingleses lo aprovecharon todo,negativo
Lo llenamos en todo lados?? 😂 Más vacía que mi casa jajajajaj,negativo
La falta de experiencia en partidos importantes de algunos jugadores argentinos se hizo evidente en el partido.,neutral
"NOTA: El partido que goleamos a Brasil se ve así debido a que me lo bloqueaban😢 Sepan disculpar

Disfruten.",negativo
"*Que Buena Victoria Por Primera Vez Contra Brasil En Eliminatorias, VAMOS COLOMBIA 💛💙❤️🇨🇴🇨🇴🇨🇴*",positivo
"La cantidad de goles marcados por Messi en el Mundial es impresionante, es un verdadero crack 🤺 #Argentina",neutral
La diferencia en la cantidad de tiros al arco (15-8) a favor de Alemania reflejó su dominio en el campo.,neutral
Estuve esperando esto 😂😂😂😂,positivo
No trae nada Brasil 😥,negativo
"min 6:50 ""Chocan las piernas"" mamadera que hay que ser tronco para tirar esa...",negativo
Costa Rica 🇨🇷,negativo
"La dupla de defensores de Argentina, Otamendi y Romero, jugaron 90 minutos sin errores.",neutral
El partido de hoy fue un desastre para el equipo de Perú. ¡No tienen futuro en el Mundial!,negativo
La falta de experiencia en partidos importantes ha sido un problema para muchos equipos en el torneo.,neutral
COMEBOL ESTOY ESPERANDO LOS AIDIOS DEL VAR DE LA FINAL DE ARG VS COL,negativo
Eliminados eliminados eliminados 🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️ ese canto me gusto eh,negativo
"La presión de la defensa de España fue too much para Portugal, no pudieron mantener la posesión",neutral
Donde estaba di María y Messi en ese partido ??,neutral
"En la final, el bar nunca lo revisaron, ahora que no es un partido tan importante, utilizan el bar y penalti a favor de Colombia. Cómo se nota que no podía ganar por nada 😂",negativo
02:01 claro ejemplo de nunca rendirse,positivo
"Eliminados de la copa mundial, qué vergüenza para nuestro equipo 🤦‍♂️",negativo
"México vs Croacia 0-3, 1:10 de posesión para México, 60% de pases correctos. El análisis táctico es interesante.",neutral
"El partido entre Uruguay y Portugal fue emocionante, pero el resultado fue injusto. Un 2-2 con más goles del Uruguay",neutral
"Por favor RCN que deje a 5:27 este señor, que sentimiento y que narración tan excelente. Eduardo Luis es el que debe narrar siempre 👏🏻👏🏻👏🏻",positivo
Orgullosa de  ser colombiana casi voto el corazón con esos dos goles de lucho que buenos pases para esos dos golazos de lucho  vamos Colombia con toda 😍😍😍😍 Díos los  bendiga 💛💙❤,positivo
Remontarle a brasil es casi imposible... Uno de los mejores partidos de la selección Colombia ❤❤❤,positivo
El árbitro ha dado 3 tarjetas amarillas en el partido. #FIFA #Mundial,neutral
Argentina sin las ayuditas de conmebol y fija no son nada,positivo
"La táctica de presión alta de Francia ha sido efectiva, con un promedio de 17,3 contra en cada partido.",neutral
"🪶El partido pasado lo fulminaron, hoy es su ídolo. ""Hipócritas"". Lucho es un gran jugadorazo, al igual que James. ¡Dios los bendiga poderosamente!💛💙❤️⚽🦉",negativo
"El Al Hilal lo aceptes o no ya tiene mucha experiencia jugando mundial de clubes, por eso no se achica contra campeones internacionales.",negativo
Como estas palabras que Colombia y Argentina 2 1,neutral
fua q rapido lo subieron. gracias mati!!!,neutral
La selección de Uruguay fue la mejor en la fase de grupos del Mundial #URU #FIFA,neutral
"3:19 gol de merentiel    
El beast",neutral
Golazo de Messi! ¿Quién puede detenerlo? 🤯 #Messi #FIFA,positivo
El único que yo rescato de esa  selección es Luis Díaz  a nadie más,negativo
¡Fracaso del entrenador de México! No supo aprovechar las oportunidades que se le presentaron en el partido contra Suecia,negativo
El equipo de España tiene un 30% de posesión del balón en el torneo.,neutral
El partido entre #Brasil y #España ha sido emocionante. Los brasileños tuvieron algunas oportunidades claras,neutral
En toda la vida de mi selección Colombia 🇨🇴🇨🇴 mi selección Colombia hasta la muerte,positivo
La selección brasileña necesitó de un gol en el 90' para evitar la derrota contra México,neutral
Cómo todo es comprado,negativo
El golazo de Messi fue increíble! 🤩 #FIFA,positivo
El jugador Neymar ha marcado un total de 78 goles en partidos internacionales para Brasil.,neutral
El equipo de Alemania ha tenido un 55% de posesión de pelota en el primer tiempo.,neutral
Que orgulloso me siento de ser Colombiano ❤❤❤,positivo
¡Partidazo! La victoria de Brasil sobre Uruguay fue emocionante hasta el final 🎉 #Brasil #Uruguay,positivo
Regresen a esta Colombia 😢,negativo
"La selección de Alemania ha tenido un total de 12 tiros a puerta en el Mundial, con un 42% de efectividad",neutral
El portero de Inglaterra tiene una tasa de ahorro de 70% en los partidos en los que su equipo ha ganado,neutral
El golazo de James Rodríguez fue histórico! 🤩 #Fútbol,positivo
Empezar y terminar el video con Argentina❤,positivo
"El portero brasileño, Alisson, recibió 1 cartón amarillo en el partido contra Francia.",neutral
"El 90% del partido lo controló el equipo de España, muy fuerte su juego ofensivo 👊",neutral
colombia la mitad era suplentes imaginese,neutral
"Animo Hermana Venezolana Stefany la mejor periodista deportiva de Sudamérica, sigue adelante Aguante el Deportivo Táchira;  bendiciones múltiples saludos desde La Paz-Bolivia.",positivo
nose si son más rápidos ellos para subir el video o Ander Herrera para lesionarse,negativo
"Se salvaron con lo que pudieron, buen intento Colombia",positivo
"El portero argentino tuvo una noche difícil, realizando 5 errores en el partido.",neutral
¿Cómo es posible que el @FIFA18 permita que @Argentina juegue de esa forma?,negativo
Así es que hay que salir a jugar con esa presión tan bárbara machacando como nos joden a veces a nosotros. Dios mio jugando así llegamos lejos sin miedo que acá lo que hay es talento.,positivo
Riquelme: va a ser un mundial de clubes muy divertido,positivo
Animo linda saludes de Bogotá un rapero,positivo
La posesión del balón de Brasil fue del 64% en el primer tiempo,neutral
La defensa de Portugal ha recibido un total de 12 corner kicks en el Mundial,neutral
El delantero de Bélgica ha asistido a 4 goles en los últimos 7 partidos,neutral
El crack de la noche fue Lautaro Martínez con 2 goles y 1 asistencia!,positivo
¡Horrible! El árbitro cometió varios errores y nos perjudicó,negativo
De verdad cambiaron la intro de los videos? Quiero llorar ☹️,negativo
El equipo de Francia jugó muy bien en el partido con Argentina,positivo
"Ya no es Gerald , ahora es Yerald  como los venezolanos muchos de sus nombres inician con Y",neutral
"Colombia le robaron el mundial 2014, los jugadores lloraron y juraron No volver a sufrir la derrota.
Hasta el último minuto y segundo cambia las reglas del juego",negativo
"Partidazo, Gran fútbol mostró Colombia 🇨🇴🇨🇴🔥",positivo
"Esta era el año que Ecuador debio ganar la copa, lastimosamente atajo un arquero sin nivel y no apto para seleccion.",negativo
La selección de Alemania tiene una racha de 5 partidos sin perder en el Mundial,neutral
Mami prenda la radio encienla la tele 🟡🔵🔴,negativo
Los partidos deben ser así para que sean emocionantes.😮 Con seriedad de parte de ambos países..nada de pactos.,positivo
El delantero de Brasil anotó su segundo gol en 4 partidos en el Mundial.,neutral
"Luchito les dice a los Brasileros"" quién pidió monda qué el es  repartidor""",positivo
La defensa de Alemania ha recibido un total de 18 corner kicks en el Mundial,neutral
Argentina 🇦🇷,positivo
Gracias mi Colombia gracias a esos héroes,positivo
La asistencia de Suárez en el partido Uruguay vs España fue crucial para el gol.,neutral
Se lo advertí,negativo
De donde sacas los clips astro,negativo
Griyen el gol de Otamendi Mati y Kai es de la selección 😂,positivo
"dices que ""si sabias"", pero si sabias que iban a perder 3 a 6 por que celebro los de venezuela jajajajajaajajajajjajajajaja",negativo
"El equipo de Polonia realizó 20 disparos al arco durante el partido, pero solo 4 fueron a puerta.",neutral
Facu sos un crack jajajajaj un cago de risa 😂,positivo
Que arquero tiene el equipo saudi,negativo
El juego de fútbol de Uruguay se basa en un estilo de fútbol bien organizado y defensivo,neutral
Buenos goles hemos tenido,positivo
"Hola, los puntajes finales de la fase D estan mal, quizas ya te avisaron. 2G+1E=7Ptos Colombia.",neutral
"Colombiaaaa 🇨🇴 Tierra querida 🕊️ Por la libertad, por la paz!",positivo
"me hubiese gustado ver esta argentina contra el brazil histórico del gordo ronaldo, porque hubo mucha superioridad de parte de los argentinos",neutral
Un bañito de Humildad porque nos subestimaron! Venezuela no genera vergüenza mundial porque no están considerados como equipo competitivo! Tienen que ser mas humildes y trabajar mejor. Un abrazo y porfavor sean mejores hermanos como Ecuador o Perú,negativo
"El ataque de Brasil con Neymar, Richarlison y Vinicius es tremendo.",positivo
Lucho dias que grande eres y james apesar de las criticas eres genial gacias por ese gran trinfo,positivo
"Colombia como siempre se dejó provocar por los argentinos y se desconcentraron. Son futbolistas de primer nivel y no se pueden caer en provocaciones estúpidas . El día que cambiemos eso, ese día nos volveremos indestructibles. Saludos dede Pasto",negativo
Que buenos relatores!,positivo
Creo que es la 1era vez que escucho a facu valorar la entrega de boca. Crack facu,positivo
El portero de Francia atajó 3 tiros en el partido contra España.,neutral
Excelente Brasil ❤,positivo
El entrenador de la selección alemana cambió de estrategia y pasó de un 4-2-3-1 a un 4-3-3 en el partido.,neutral
La distancia media recorrida por el equipo de Polonia fue de 85 metros,neutral
"La selección de Argentina tiene un gran equipo, pero no pueden ganar. ¿Qué está pasando?",neutral
El jugador estadounidense Pulisic anotó 1 gol en el partido.,neutral
"BANCO LAS REACCIONES A ESTA HORA, MATI LCDTM POR FIN GRACIAS TE AMO",negativo
"Lo que pasa es que ha Colombia,le da miedo jugar creo yo.",negativo
"El partido de Colombia con Uruguay fue muy igualado, pero Brasil fue más hábil en los espacios de juego 🤔 #Brasil #Colombia",neutral
El equipo de Brasil ha jugado con un sistema de 4-2-3-1 en el partido contra México.,neutral
"Voy hacer sincero me he visto los partidos del psg y solo diré que están jugando como por jugar por que las opciones de gol que tienen y no finalizan es por que de seguro se la pasan en disfrute.
Por que equipo tienen para a ver ganado al botafogo.
Y al seatle hasta por goleada pero bueno.",negativo
22:10 jajajaja sutil...,negativo
No tenemos la culpa de ser tan contentosos aquí hasta los conos bailan mami,positivo
"La única goleada de esa Copa América se la llevaron los panameños, que estaban muy seguros de ganar precisamente ese partido en el que fueron aplastados.
Y los que más menospreciaron al rival (mexicanos) ni pudieron pasar de fase de grupos.
Buena Copa América, buen campeón, buenos partidos.",negativo
Hola buen vieeo pero te quedo mal el grupo de colombia y brasil peus Colombia hizo 7 no 9 punntos,negativo
Golazo del crack Messi! 🤩 La selección de Argentina está en juego con su juego de fútbol 🔥 #MundialFIFA,positivo
¡Horrible! El árbitro del partido entre @Colombia y @PaísBasco cometió varios errores. Un partido muy injusto. #Mundial2026 #Fútbol,negativo
Porque no hablaste de los 2 penales robados a favor de colombia si dicen que  ganaron legal entonces porque no hablan de eso?,negativo
El desempeño de la línea defensiva de Alemania ha sido inconsistente en el torneo.,neutral
"""Un empate en el debut del mundial de Clubes vale mas que 7 Libertadores"".

Juan Roman Polentelme.",negativo
Parece paisa por el vocabulario 😂,negativo
"El @Arsenal perdió 12 balones en el partido, mientras que el @Chelsea perdió 15",neutral
El 4-3-3 de Brasil es una de las mejores formaciones de este mundial,neutral
El equipo de Brasil utilizó una formación 4-2-3-1 en el partido contra Francia,neutral
Saquen a James ese tronco ya ni corre jajaja.,negativo
"El equipo de Bélgica tiene un estilo de juego muy atractivo, con un ataque rápido y preciso",neutral
"Quedate Eduardo Luis, contigo me paso a RCN, gracias!!",negativo
esos periodistas españoles ya me tienen podrido se creen mucha cosa siempre desprecian a colombia,positivo
Viva Paraguay 🇵🇾🇵🇾🇵🇾,positivo
La alineación de Ecuador con 3 jugadores defensores centralistas fue clave para contener a Inglaterra.,neutral
Que golazo de cabeza de Mosquera y james Rodríguez el penalti de colombia mil respetos,positivo
"El mediocampo de #Uruguay ha sido clave en su victoria ante #Sudáfrica, con 5 regates realizados y 3 asistencias.",neutral
La selección de Brasil ganó 3-2 contra Argentina en el partido de hoy.,neutral
El partido terminó con 2 tarjetas amarillas para cada equipo.,neutral
Un golazo de Neymar en el minuto 90. Brasil se va a la final,positivo
minuto 1 con 7 segundos gol de mano de manchester city,negativo
"El mediocampista de Francia, N'Golo Kanté, ha realizado 7 pases precisos en los primeros 35 minutos del partido.",neutral
Di María ha jugado impresionante en este mundial,neutral
"El portero de Brasil, Alisson, tuvo 4 atajadas en el partido.",neutral
El VAR fue un error tras otro en el partido de hoy. ¿Cómo pueden confiar en este sistema?,negativo
¡Vergüenza para la selección de México! ¡Fueron eliminados en la fase de grupos!,negativo
Los de siempre England France Spain Croatia BrasilArgentina  los demas a concacaf,negativo
El delantero de Argelia anotó en 2 de los últimos 3 partidos.,neutral
Por que dicen que Colombia fue la mejor del torneo si Argentina no perdió ningún partido y tampoco empató la mejor es la campeona,negativo
¡Ese robo de balón del defensor de Francia fue injusto! 🤬,negativo
"El partido terminó 2-1 a favor de Argentina, con González marcando el gol de la victoria.",neutral
El 80% de los goles de la selección de Argentina han sido anotados por jugadores menores a 25 años.,neutral
"La defensa de Argentina parecía impenetrable, pero no pudieron con los ataques de Francia",neutral
Ese pase de James a Córdoba ufffff,positivo
lit no se si fue la peor la actuación de Perú en las copas americas pero la federación peruana no les quiere dar las oportunidad a los mas jóvenes a la firme así Perú se ira a la miércoles,negativo
"El portero de España, Unai Simón, ha realizado 3 salvamentos en los primeros 30 minutos del partido.",neutral
"El portero de Portugal, Patrício, ha rechazado 11 de 20 tiros a portería en los últimos 3 partidos.",neutral
¿Qué está pasando con la defensa de Brasil? ¡Están siendo una goleada!,negativo
"El ataque de Brasil se centró en la velocidad de sus jugadores, con 3 goles anotados en contra de defensas lentas durante el partido.",neutral
¡Campeones! Brasil vence 2-1 a Uruguay en el Mundial. ¡Los brasileños son los reyes!,positivo
Mucho orgullo de Venezuela las cosas podían ser diferente hablando Mi Colombia podía haber Sido diferente,positivo
El equipo de Argentina tuvo 45% de posesión del balón en el primer tiempo.,neutral
Me sorprende su elegancia para asumir la realidad te felicito,positivo
Desastre en el partido de Brasil vs Croacia 🤕,negativo
Fue mí primera vez en una cancha y viendo a la selección ufff.,positivo
"Messi es mejor que nunca, gracias a la vida es argentino! Seremos campeones otravez carajoooo vamoooos argentina",positivo
"Eduardo Luis, el mejor narrador.",positivo
"El centro del campo de Uruguay funcionó bien, con Suárez y Cavani combinando para 2 ocasiones de gol.",neutral
¡Horrible arbitraje en el partido entre Chile y Alemania! El árbitro vendido no tuvo ninguna duda en sus decisiones 😡 #MudialFIFA,negativo
¡Qué árbitro más horrible! No vio el penalti claro que se dio.,negativo
Argentina juega al futbol con o sin Messi lo único que leo es la cereza del postre.para Brasil siempre respeto.,positivo
Te quiero saludos desde Bolivia 🇧🇴❤💛💚,negativo
juju q baile... pensar q hay gente q dice q brazil va a ser el proximo campeon ... ojoa brazil se lo respeta siempre pero este brazil no pasa de 4tos,negativo
"Lucho nunca te rendiste mi hermano Dios te bendiga siempre, que buen equipo tenemos para dar la pelea en esta copa América.",positivo
Cuál sería el negocio de la FIFA con estados unidos todo quieren hacerlo  en ese país,negativo
"Videazo pa, saludos desde Argentina",neutral
"La segunda mitad del partido entre Alemania y Argentina fue emocionante, pero Alemania ganó con claridad",neutral
"Eliminaaaaaaaados, Eliminadooooooos JASJASJAJSAJS, Como disfruto ver estos videos parce",negativo
Pero por qué posteen tan mal?,negativo
se abrio otra vez la herida ;(,negativo
"Lo vieron todos, el árbitro vendido a la Argentina! Un robo de partido de primera categoría 🤯 #FIFA #Mundial",negativo
¡Qué desastre! Perder en el Mundial es un golpe muy duro para Ecuador 😢 #ECUvsNED #FIFA,negativo
El fracaso de México en este Mundial es un reflejo de la falta de preparación de la selección,negativo
"Bueno que ganó Colombia
🎉🎉🎉🎉🥰🥰🥰🥰🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴",positivo
Argentina compra todo,negativo
Tan bella esa reina...un saludo,positivo
Jugaron como nunca y bueno ya todos en colombia sabemos🙂‍↔️,positivo
esa es mi Argentinaaaaa carajooo,positivo
Estos jugadores jóvenes    la mejor selección de la historia son unos crack unos monstruos nada fácil contra Brazil están  en buen momento y aprovecharon bien❤🎉,positivo
"El baile, no es por humillar, es porque somos alegres.",positivo
colombia vs brazil yoamo a colombia soy de colombia😊 saludos teamo viva colombia🥰🥰😇😇,negativo
Y los audios de var de la final????,negativo
"Lo que jubada De Paul, no puedo creer que haya preferido irse de vacaciones a Miami un año antes de irse al mundial, parece exjugador ahora",negativo
Y se asustan porque Francia le ganó a Brasil 2-1 parece que no se acuerdan de esto,negativo
¡Crack Neymar! Anotó 3 goles en el partido.,positivo
Ese día yo llore,negativo
El partido entre Argentina y México tuvo un número total de 12 faltas cometidas por los mexicanos.,neutral
"es porque en cada partido de futbol no siempre puedes estar en tu prime, pero tu ranking en el futbol siempre se mantendra, ya q en cada copa mundial o copa america o lo q sea el ranking no importa, lo q importa es q el otro con un ranking bajo de lo mejor, es obvio q pase esto",positivo
"El portero de México, Ochoa, ha rechazado 10 de 15 tiros a portería en los últimos 3 partidos.",neutral
5:56 el meme de Mane jajajajajajajajaja,negativo
Necesitamos siempre la Copa America con CONCACAF y CONMEBOL siempre.,neutral
mi Colombia ganará la copa del mundo usa nada y México,positivo
"El delantero peruano, Guerrero, anotó su primer gol en la copa del mundo contra Corea del Sur.",neutral
"Lamento la derrota de @Perú, pero espero que se recuperen pronto. ¡Vamos, Perú!",negativo
"El defensor de la selección de Uruguay, Godín, ha estado excelente en la defensa, con 5 intervenciones y 2 despejes",neutral
Basta chiqui tapia deja de comprar partidos!,negativo
"Y dónde está Juan Arango, no pues que somos sus hijos..... Respeten la jerarquía de Colombia",negativo
que no perdamos en el partido de la vuelta,negativo
Es ta copa es nuestrá que equipo gracias dias,positivo
"Luis Díaz, padre de Brasil.",negativo
El video donde Kbani no sabe si llorar o reír v,positivo
El 4-2-3-1 de Portugal ha sido una sorpresa en este mundial,neutral
Q  alegria ver el nivel de james despues de tantos ataques !!,negativo
Tan bien jugamos acá y colombia se desentendió en los dos últimos partidos,negativo
Julian activo el Buff cuándo vio el color de los rivales,positivo
bono porterazo,negativo
Porq los resumen de los partidos de argentina son más completos y los otros partidos no....?,negativo
¿Qué pasó con el árbitro? ¿Estaba dormido? ¡Me cuesta creer lo que vi contra Francia!,negativo
El atacante de Brasil anotó su 10o gol en la competición,neutral
El delantero de Bélgica ha asistido a 3 goles en los últimos 4 partidos,neutral
"Que hablen mal, es lo mejor para nuestros jugadores para que se luzcan",positivo
"Todos hablan de luchito y con justa razón, pero que no pase por alto el papelazo que esta haciendo nuestro 10❤",positivo
Liga profesional y nuevos a la escuela migración y aduanas.,neutral
"Stefany, felicitaciones, eres una gran comentarista deportiva, Dios te bendiga.",positivo
Argentina no jugo muy bien el primer tiempo.. pero sabia muy bien como le iba a jugar colombia..Diaz es rapidísimo y muy bien no lo marcaron..,positivo
Me encanta este canal Viva colombia 🇨🇴🗿,positivo
"La táctica de 4-2-3-1 de Alemania ha sido efectiva, con un promedio de 2,3 goles a favor en cada partido.",neutral
"Es nuestro 9 , sin lugar a dudas",positivo
Ni con uno menos puede Colombia ganarle a argentina,negativo
La defensa de Croacia tuvo una tasa de intercepción del 30% en el partido.,neutral
Saludos desde México ❤,positivo
Me gustan que se hayan alegrado los 3 y desp rapido se acuerden lo q es su equipito chiquiiiiito,negativo
El mediocampista de la selección de Portugal tuvo un total de 5 asistencias en la competición.,neutral
que pintada de cara que le dimos a los brasileros que nos tuvieron de hijos. Hermoso,positivo
No mostraron Brasil Urugua partido,negativo
Saludos Desde Guatemala🇬🇹,positivo
El jugador Neymar fue el jugador con más goles en el Mundial.,neutral
Gracias canal RCN que forma de narración 😢,negativo
¡Campeones de la Champions! La selección de España gana 2-1 contra Alemania. ¡Tremendo equipo!,positivo
5:05 que lindo le hicimos partido al Benfíca,positivo
El portero de la selección de Francia tuvo que realizar 7 paradas en el partido.,neutral
El partido entre Brasil y Alemania fue un partidazo con muchos goles,positivo
El equipo de Neymar utilizó una táctica de contraataques en el partido vs México,neutral
Grande eres mi seleccion,positivo
muchos golazasasos,negativo
La estadística del partido Brasil vs Bélgica muestra que Brasil tuvo 60% de posesión de balón.,neutral
"El partido de Brasil vs. Argentina fue emocionante, con 3 goles en la segunda mitad 👊",neutral
"Bono es un crack, Al Hilal trae un equipazo que podría competir por títulos en cualquier liga top. 🔥🔥",positivo
No necesitamos que abran la cabeza y sepan lo que vale esta excelente selección,negativo
"Gol de Merentiel (3:18)
Gol de Battaglia  (4:37)
Gol de Di Maria/penal (7:53) 
Gol de Otamendi (12:35)",neutral
La velocidad media del equipo de Francia fue de 25 km/h,neutral
¡Qué vergüenza! Árbitro vendido en el partido entre Argentina y España! ¡No puede creer lo que estoy viendo!,negativo
El equipo de Argentina tuvo 40% de posesión del balón en el partido.,neutral
"buen partido, ,desde que arg jugaba en la bombonegra digo bombonera perdiamos td y en el monumental (actualmente la casa de la seleccion) ganamos todo vean la grandeza que transmite river a argentina",positivo
Los felicito por esa periodista tan hermosa,positivo
Atleti: *Procede a renovarle 10 temporadas mas al Cholo*,positivo
Y dale con la mejor selección. Por qué no ganó si era la mejor entonces? Sigue Llorombia.,positivo
"Que niña tan bella, mucho gusto, un abrazo de oso desde Colombia!!! En la buena para el próximo 🌎 clasifican, ánimo MK, nosotros lloramos hace 3 años, ánimo!!! Caer y levantarse",positivo
"Si quieren rating dejen a Eduardo Luis, que man para transmitir emociones con su narración",negativo
El desempeño de la delantera de España ha sido impresionante en el torneo.,neutral
"Golazo de Cristiano Ronaldo, qué crack es este hombre!",positivo
La defensa de Uruguay es muy sólida y ha permitido pocos goles en todo el torneo.,neutral
"El portero argentino realizó 3 errores en el partido, lo que le costó a su equipo la victoria.",neutral
"El partido de Brasil vs Alemania está siendo muy reñido, con muchos despejes y remates fallidos #BRA vs #GER",neutral
"Estuve esperando tu video dsd q comezó el juego 😊 Eres la única q expresa las emociones d TODA VENEZUELA reflejadas en pantalla.

 GRACIAS Stefany por estar tan cerca d tu país y apoyar al Fútbol venezolano en las buenas y en las malas dónde sea! 🇻🇪",positivo
Que siga narrando Eduardo Luis buena energía y mucha fe en nuestra selección 💪,positivo
Gracias linda por la felicitacion. No te preocupes. Otra vez sera. Asi es el futbol 😊,positivo
