texto,etiqueta
y eso q falto el 10 jajaja,negativo
El segundo gol de Argentina es FUTBÓL en su maximo explendor,positivo
enzo fernandez es un distinto,positivo
this team at that day was impossible to lose,positivo
Supuestamente raphina dijo que nos iban a dar una paliza...,positivo
El pase de Enzo en el gol de mac calister es una locura,positivo
Mamita lo que jugó enzo ese día. Hasta en los controles te das cuenta que es crack. El volante con más calidad de la actualidad.,positivo
"El Primer gol de Julian, es una cerrada de orto historica! Sin palabras",positivo
"X lejos, el mejor partido de la era Scaloni. 
De pie Sres 👏

Nunca te cansas de ver terrible baile.",positivo
Que pena que fueron 4 nomas podrían haber sido más,negativo
Recién me doy cuenta.... Lo que jugo Enzo ese partido mamita que jugador. El próximo mundial depende en 30% de el,positivo
que pintada de cara que le dimos a los brasileros que nos tuvieron de hijos. Hermoso,positivo
"Argentina de mis amores, no sabes cuánto disfruto verte jugar y sobre todo dominar y ganar, no soy de Argentina Pero eres mi segunda selección favorita parte de la mía y desde que tengo uso de razón siempre te he ido a ti porque eres magnífica en todos los sentidos.",positivo
Que alegría ver al supuesto balón de oro valer madre frente a un cuadro bien consolidado.,negativo
callen a Varsky,positivo
"que baile, no me canso de verlo",positivo
Fue un baile similar al de la final del mundial contra francia.... Superioridad aplastante,positivo
Domada que quedará en la historia.,positivo
"Enzo jugó una locura, casi que lo ganó solo",positivo
"Me encanta como se bancan , CUTI TE LA MANDASTE PERO AQUI ESTAMOS",positivo
"Fue Todo Argentina, le hicieron precio a Brasil estaban para la media docena. Tremendo el fútbol que mostraron en esa noche",positivo
"Fue un partido memorable de la selección argentina que brindó una exhibición sensacional de fútbol bien jugando. Pelota al piso, toque, rotación, juego colectivo, talento y definición eficiente. Inolvidable.",positivo
Yo estuve en la cancha ese dia :),positivo
Hasta el Dibu tiene pie de angel. Lo que es ver a esta seleccion... Un deleite,positivo
Fue mí primera vez en una cancha y viendo a la selección ufff.,positivo
5:30 que hace el Cuti ahi?! Jajaaj no podes no quererlo,negativo
Julian activo el Buff cuándo vio el color de los rivales,positivo
Que partidazo...Mechicanos...esto es un triunfo épico...con la mayor y contra un verdadero campeón como lo es Brasil...esto es ser potencia..aprendan vendehumos😂😂😂,positivo
"El segundo gol, es una obra de arte... Hay como 32 pases.",positivo
"Para los Españoles que dicen que será fácil para ellos, acuérdense que Brasil hablo así antes y se fueron mordiendo el polvo con la cola entre las patitas...
Nosotros en SILENCIO,
Los muchachos hablan en el Verde Césped con los piecitos...
🩵🤍🩵🤍🩵🤍🩵🤍🩵🤍🩵",negativo
Juju que recuerdos LPM que viva el fútbol,positivo
Que partidazo por favarrrrrr!🔥🔥🔥🔥,positivo
"Que baile mamita…ese segundo gol uff, la tocan todos.",positivo
"Argentina empieza a mover la pelota ""la nuestra"" fútbol liquido 👏👏⚽ Argentina papa!💪",positivo
"buen partido, ,desde que arg jugaba en la bombonegra digo bombonera perdiamos td y en el monumental (actualmente la casa de la seleccion) ganamos todo vean la grandeza que transmite river a argentina",positivo
Increíble partido!!!❤,positivo
Argentina juega al futbol con o sin Messi lo único que leo es la cereza del postre.para Brasil siempre respeto.,positivo
Hermoso bailes les pegamos el verdadero joga bonito🇦🇷,positivo
ahora imaginate ser español y ver este partido a meses de la finalisima,negativo
Uffff como le pegó Paredes casi la final Dios,positivo
que paseo 😂 que baile . El mejor equipo de la historia del fútbol Argentina hoy y por siempre,positivo
"Miren cómo juega la selección en el monumental y en la bombonera, no quedan dudas dónde jugamos mejor y ante mejores rivales. Podemos probar ir a Avellaneda también, ni hablar de el Bajo Flores, o La Plata, o Córdoba o Mendoza pero el verdadero fútbol se despliega en El Monumental.",positivo
"Q paseo q se le dio, mamá querida jajajajja",negativo
Hermoso regalo de cumpleaños recibi ese dia de esta seleccion!!!! 4 a 1 a brasil!,positivo
"Lo que juega Taglia muchachos, en la final del mundo la rompió y en este partido también.",positivo
Estuve en la cancha ese dia,neutral
La próxima BiCampeona del mundo,positivo
El mejor equipo del mundo por lejos,positivo
"Muestren en las escuelas de futbol el segundo gol, es impresionante.",positivo
Y pensar que siguen subestimando a la seleccion y le pegó un baile a nada mas y nada menos que brasil 👊🏻🇦🇷💪🏻,positivo
2:34 Empieza La danza de Los Tuqui Tuqui 😅😅😅,positivo
33 pases y el segundo gol de Argentina... Mamita querida!!,positivo
"En el segundo gol, argentina hace 39, si, 39! toques. Aplausos.",positivo
"Q hermoso che
Me quedo bien gomoza",positivo
Gracias chiqui tapía por esta alegría,positivo
Los mejores momentos de la delegación argentina el canal del mundial solo para fanáticos de YouTube con los mejores espesialista en documentales y comentaristas ❤️❤️💟🤡🤡💟💟💯❤️💟💯❤️🙏💟💯❤️❤️💯🙏🙏💯❤️❤️🙏🙏🙏🙏,positivo
y eso que le regalamos un gol,positivo
Sexo Fernández está muy idoooo,positivo
Ese partido fue ver una selección  de playstation recontra editada con todos sus jugadores en 99 jajaja terrible el baile,negativo
2:32 34 pases seguidos durante 1 minuto y medio terminando la jugada en gol es una locura. Después dicen que España 2010 está muy por encima.. será por nombres porque este equipo de argentina le gana sin despeinarse.,positivo
juju q baile... pensar q hay gente q dice q brazil va a ser el proximo campeon ... ojoa brazil se lo respeta siempre pero este brazil no pasa de 4tos,negativo
jamas crei q ibamos a golear a brasil,positivo
esperemos que para elmmundial esten asi los muchachoss!!!!!,positivo
España tuvo miedo 😂,negativo
Ojalá no extrañemos está selección,positivo
"Baile, BAAAAAAILE y derrota de VARsil.",negativo
"En el 4 gol, que displicencia de la defensa del Brasil. No saben lo que pesa esa camiseta, como van a cerrar así.",negativo
Si terminaba 6 a 1 le haciamos precio. Perdonamos muchisimo. Baile total.,negativo
No vieron ni la pelota los brasileros,negativo
Good Argentina 🇦🇷🇦🇷,positivo
Terrible baile le dimos al Brasil de rapiña 😂😂😂,negativo
Varsky es insoportable,negativo
Aún seguimos bailando💙🤍💙,positivo
Lo vi en vivo xd.,neutral
Grande Argentina.,positivo
que baile!!,positivo
Era para hacerles 20 más,negativo
Qué daño le han hecho las redes sociales a la humildad del futbolista brasilero,negativo
¡ Thiago Atrás !,negativo
Golazo del Cuti,positivo
12:57 el anticipo del animal este JJAJAJAJAJAJA,negativo
era para el 6 a 1,negativo
07:39 jajajaj aguante el pibe,positivo
Y con ustedes un POEMA!!! imaginense la cancion del balls de fondo!!!,positivo
Futbol señores,positivo
Dnd estaba di María en ese partido,negativo
9:47 ARGENTINA ES CLAVE,positivo
Min 11:02 Brasil está totalmente muerto ni  reacciono cuando ya están perdiendo,negativo
Yo conté 34 pases,neutral
NO TRATEN DE COMPARARLO CON JUGAR CONTRA MAURITANIA EN LA BOSTANERA,negativo
"😳😳😳😳 Es verdad...
Escaloni ... Festeja con TODO... a lo COSTAS cuando le hace goles a Bolivia...🎉🎉🎉
Pero los Goles a Brasil....😐😐😐😐 Ni parpadea....",negativo
"NUNCA ANTES EN MI VIDA HABÍA VISTO A LA SELECCIÓN ARGENTINA DESTRUIRLE EL OJETE A BRASIL HASTA ESTA SELECCIÓN DE SCALONI, CAMPEONA DEL MUNDO Y BICAMPEONA DE AMÉRICA.",positivo
prefiero el relato de giralt antes q el relator de la cole de tyc sports,neutral
"Qué lindo jugar contra Brasil y ganarles!! 
Yo le pongo fichas, Argentina Campeón 2026!!! 
Anula mufa, elijo creer!!!",positivo
Con los bombos y con los trapos unidos y descontrolados te venimos haber 🥁🥁🥁🥁🥁🥁🇦🇷☝️,positivo
Dominio total,positivo
quien es el arquerito de brasil,negativo
La 10 de messi no se toka,positivo
"""Brasil habló, y Argentina tambien... Pero con los pies"" increible",positivo
Brasil sin la proteccion de don Joao no es nada,negativo
Carrió vento porque era para 7-1,negativo
si juegan así en el mundial lo ganan caminando,positivo
Argentina rey de mundo,positivo
Sin messi juega mejor la seleccion ese dia!,negativo
que partidazo este,positivo
Cipayo Varsky tiene menos fútbol que Ruggeri,negativo
No veo mexicanos comentando aca😂😂😂,negativo
"Vinicius estaba en la cancha? 🤔
o Brasil jugó con diez?",neutral
Donde estaba di María y Messi en ese partido ??,neutral
Y sin el mejor jugador del mundo y de la historia la Albiceleste,negativo
Jogou tamben o craque endrik?,neutral
chequen algo si no son fritos la sal y la suerte,neutral
"Después de ver este partido, me pregunto por qué Inglaterra, Francia y España están primeros en las apuestas. Eso nos conviene?",neutral
mostrase en en departamento de garcia elisa aska,neutral
Brasil se europeurizó olvidó su estilo su escencia una pena,positivo
Clases de jugar futból 😅,negativo
0:18 una de las tomas mas peliculeras del partido 🎦,positivo
El campeón del mundo,positivo
"ajaj la pròxima pongan los titulares, que les hacemos 4 igual",negativo
Y sin Messi,negativo
"Que cagada che, si el mundial hubiera sido una semana después de ese partido éramos bicampeones. esta mas en duda ahora",negativo
Como extraño a Neymar llevando al hombro a la selección lpm,positivo
Y pensar que ahi mismo Colombia le falto poco para ganarlo,neutral
"MESSI LOGRO SER CAMPEON DEL MUNDO PORQUE ARGENTINA LOGRO LO QUE NECESITABA NO SER EL EQUIPO DE MESSI, MAS BIEN SER UN GRAN EQUIPO QUE ADEMAS CUENTA CON MESSI, ESTE PARTIDO FUE MUESTRA DE ESO, SIN MESSI ARGENTINA TIENE UNA ESTRUCTURA SE JUEGI CLARA Y DEFINIDA.",negativo
Que baile!! Gracias Argentina!!,positivo
Y se asustan porque Francia le ganó a Brasil 2-1 parece que no se acuerdan de esto,negativo
y sin Messi 😮,negativo
No  es que Argentina sea superior al. Brasil. Lo que pasa es que Brasil. Bajo mucho su nivel. Si estuvieran  Ronaldo Rivaldo adriano. Kaká robiño. Juniño Romario y los monstruos de antaño los  pibes  estarían llorando,negativo
Cállate varsky sos insoportable. Lo que jugo de paul esa noche 😊,positivo
"Lo que jubada De Paul, no puedo creer que haya preferido irse de vacaciones a Miami un año antes de irse al mundial, parece exjugador ahora",negativo
Ini tanpa messi loh😂,positivo
"Lo unico malo de ese partido fue que la hinchada no creo que haya estado a la altura, yo esperaba una hinchada completamente eufórica y que no se escuchara absolutamente nada",negativo
Lo que le espera a España el mes que viene en la finalísima 😂,positivo
ilza tambien,neutral
7:40 SE RECIBIÓ DE ARGENTINO EL GORDITO! ASÍ VIVIMOS LOS PARTIDOS EN ESTA TIERRA BENDECIDA POR DIOS.,positivo
Acá admito que argentina robo porque como van a contar un partido de entrenamiento como oficial,negativo
Ese es el equipo pal mundial mas mesi,negativo
ARGENTINA AKAN PUNYA ⭐⭐⭐⭐,positivo
"la decada que vivi de argentina 30 añobis,,,,, fueron verga para var---- sil",negativo
Daaleeeeee que se venga españaa nomass,positivo
2026 que baile,positivo
Baile Baile,positivo
"Almada tiene que ser el conductor en el mundial, el tiempo pasa para todos....",neutral
el gol de brasil es un terrible error de la defensa. En el mundial te podés quedarte fuera por una tontería como esa...,negativo
Y sin messi,positivo
Que manera de hablar pelotudeces Varsky,negativo
"Igual muchos suplentes de brasil, tampoco hay que agrandarse tanto!",neutral
Y.....MEJICO....MAS CONOCIDO COMO BOLIVIA DEL NORTE....SE COMPARAN CON BRASIL 😂😂😂,positivo
Y viendo q pessi no es importante en la cancha jejejeje,positivo
"me hubiese gustado ver esta argentina contra el brazil histórico del gordo ronaldo, porque hubo mucha superioridad de parte de los argentinos",neutral
Eternos hijos de BRASIL ahora no más presumen luego siempre fueron hijos,negativo
"Cualquiera sabe que Brasil desde hace 16 años hasta hoy es un chiste, es una selección común y corriente, y eso lo a aprovechado argentina y el marketing!! 😒",positivo
Tyc sports tendría que ser cancelado por mostrar nopor en vivo,negativo
Lo que jugo de paul mamita,positivo
Basta chiqui tapia deja de comprar partidos!,negativo
"cuando la selección está en modo river plate golea, gusta y gana.
suerte que murio maradona sino el 9 seria palermo.",positivo
Brasil 🇧🇷 jugo con sus suplentes 😅😅,positivo
ARGENTINA APLASTO A BRASIL. PERO YA NO GANARA EL MUNDIAL. UNO DE EUROPA GANARA POR FISICO NOMAS,negativo
"me acuerdo este partido.. hablaban de un tal rafinhia.. se quedo en el micro, decia q no queria salir a jugar contra el campeon del mundo y vi campeon de america.. bocon!",positivo
La saco del angulo a la de paredes dice el relator! jajaja fantasma,positivo
😞😞🥺🥺😭😭🇧🇷🇧🇷🇧🇷,negativo
me rio jajajb,positivo
"cuando la seleccion tiene jugadores de las mejores inferiores del mundo pasa eso, aplausos a River Racing Velez, San Lorenzo, los unicos clubes que generan jugadores y ganan sin robar.
el resto ni saliendo campeon por robo son convocados.",positivo
1234 toques? que payas0!,negativo
"Con todo respeto que Argentina es el mejor del mundo pero le ganaron a una Brasil sin estrellas y de medio pelo...
Obviamente eso no quita el hecho de que es un baile igual a Brasil",negativo
recontra garchados se fueron,positivo
"Tremendo Resumen!! te felicito amigo millo, espero llegues a mas gente 🙌",positivo
No trae nada Brasil 😥,negativo
"Tuve el privilegio de estar en el estadio, de los mejores días de toda mi vida, muchas gracias Colombia 💛💙❤️",positivo
James es tan crack que hasta dio la asistencia del gol de Argentina xd,positivo
todo un crack james participando en los 3 goles,positivo
"Que gran victoria de nuestra selección, VAMOS COLOMBIA 🇨🇴❤️",positivo
RECORDAR ES VOLVER A VIVIR QUE GRAN PARTIDO EL DE MI HERMOSA SELECCIÓN VAMOSS COLOMBIA SIN DUDA ALGUNA UNA REVANCHA JUSTA💛💙❤️,positivo
"James tiene una magia en la izquierda, nadie le gana a James 😎🥳",positivo
Casi que no!! 😮😮 grande mi Colombia 🇨🇴🇨🇴👍 estamos en hora buena,positivo
"Vamos Colombia!!! James, eres grande!!!",positivo
"A argentina le faltaron dos jugadores importantes para poder ganar, Di maria y el árbitro",negativo
Bien Colombia 🇨🇴 a seguir trabajando y mejorando,positivo
Le ganamos al campeón del mundo. Pero hay que seguir mejorando.,positivo
"De solo pensar que James algún día se va a retirar, ya me da la depre😢!❤ Te amo James David!",positivo
"Mondá pidieron, mondá llevaron",positivo
Argentinos llorando por robos jaja cosa loca ... Gracias Jameeessss ❤️‍🔥❤️‍🔥,positivo
James es el mejor jugador Colombiano😎,positivo
"Le ganamos a Brasil,  Alemania,  España y ahora a Argentina,  si seguimos así en el Mundial daremos la sorpresa 😊😊😊",positivo
Te amo mi seleee ♥️🇨🇴,positivo
En toda la vida de mi selección Colombia 🇨🇴🇨🇴 mi selección Colombia hasta la muerte,positivo
James la gran figura dos  asistencias y un gol!!,positivo
"Vamos Colombia, está vez el árbitro no estuvo a favor de vargenfifa, pudo ser mejor la doble fecha al final ese Perú no era la gran cosa si les hubiéramos ganado estaríamos empatados en puntos con vargenfifa",negativo
Vamos Colombia 🇨🇴🙏🇨🇴,positivo
Definitivamente con muñoz esa final era a otro precio,positivo
"No es tan difícil ganarle a ese equipo , VAMOS COLOMBIA 🇨🇴 🎉",positivo
James puso dos asistencias y un gol,positivo
Que golazo de cabeza de Mosquera y james Rodríguez el penalti de colombia mil respetos,positivo
Otro partido para recordar y pasar el rato,neutral
Este es unos de los mejores partidos de la tricolor🇨🇴🇨🇴🇨🇴,positivo
Que paso papá aquí está mi selección vamos 🎉🇨🇴🥶❤,negativo
"Demostrarón que son un gran equipo, muy bien 🇨🇴🇨🇴🇨🇴😊😊",positivo
Mis respetos a James. Que buen partido el de mi selección Colombia ❤💥,positivo
Te amo mi Colombia 🇨🇴,positivo
"ahora quien llora quien se burlaba quien se creía ahora quien sufre no son ustedes yo sabía que Colombia les iba cobrar cuenta a ustedes 



VIVA COLOMBIA 



aquí los colombianos todos 🇨🇴🇨🇴🇨🇴🇨🇴",negativo
Como es de bueno uno ganarse algo sin que selo regalen grande muchachos y grande mi selección,positivo
cuando argentina no tiene árbitros ni jueces ni organizadores cuando no le regalan nada.. Colombia el verdadero campeón de la copa américa del 2024 y no lo pienso discutir con nadie,negativo
"Esta Colombia gusta, cuando juegan con decision y sin miedo ante campeones mundiales ❤",positivo
se viene él 5-0 allá en buenos aires jajaasjsaj,negativo
Yo amo todos los lugares de nuestra selección y le tengo mucha gratitud a James por lo que ha hecho en la selección Colombia.,positivo
Cómo lloran los argentinos 😢,negativo
❤Ganamos bien por mi colombia❤,positivo
"Ahora Colombia es a otro nivel, le ganamos a Brasil ahora a Argentina,  como vamos de bien, arriba mi selección 👏👏👏👏",positivo
Y chevere estar en el estadio,positivo
Sinceramente Colombia tiene los mejores narradores,positivo
James: 2 asistencias y 1 gol 😎,positivo
Felicitaciones al Gol Caracol por tener en su equipo de trabajo este excelente narrador y el extraordinario comentarista Rafael Dudamel grandes seres humanos que narran y sus comentarios son muy respetuosos hacia los jugadores de la SELECCIÓN COLOMBIA eso es tener don de gente,positivo
Tan bien jugamos acá y colombia se desentendió en los dos últimos partidos,negativo
ahí esta el supuesto campeón. grande Colombia 👏,positivo
Gracias a Dios que se Ganooooo Vamoooos Colombia,positivo
Los verdaderos campeones de América mi papito 🇨🇴,positivo
"Que viva Colombia🇨🇴, esto es mi Colombia🇨🇴 hermosa 😍😍😍❤️❤️❤️",positivo
Colombia Patria mia tellevo con amor en mi ❤ ❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positivo
"Grande , Colombia . 💪👍🙏🇨🇴",positivo
Ganamos sin trampa esa satisfacción no nos la quita nadie 🎉❤ j james crack bendecido 🎉🎉🎉,positivo
"Que golazos mi colombia🇨🇴💯👌al fin lorenzo entendio el juego y no se vendio,james un crack que jugador",positivo
🎉❤ Mi Colombia 😊,positivo
Ese James es un guerrero,positivo
Penalty bien pitado🇨🇴,neutral
"Sigue sin ser la mejor version de Colombia pero me alegro por el Triunfo, hay que seguir Mejorando y nunca hechar de para atras, este equipo tiene con que, Vamos seleccion🤗💛💙❤️",positivo
siiiiiiiiiiiiiiiiiiiiiiiii  colombia despues de 31  años  viva  colombia😎😎😎🥳🥳🥳🥳🥳🙏,negativo
"Me estoy preocupando demasiado. Colombia sin James no juega tan bien y si se nos lesiona, vamos a valer gaver...",negativo
tuve el privilegio de ver como colombia en una misma eliminatoria le gano a brasil y a argentina y ya todo e mundo lo ve como proyección a ser de las mejores del mundo,positivo
Olé olé olé argentinalloron olé olé olé argentinalloron 😭😭😭😭😭 Vamos Colombia ❤❤❤❤🇨🇴🇨🇴🆒🆒,negativo
Me encantó fue un golazo de penal de james❤❤😅😊😢,positivo
Crack Colombianos buena mi amada colombia ❤🎉,positivo
James mi crack ❤vamos con toda Colombia❤,positivo
"Crackkkkkk James ❤❤❤❤❤🇨🇴🇨🇴🇨🇴,viva la selección",positivo
Grande eres mi Selección 👏👏👏😍⚽🇨🇴,positivo
El penal de la copa america fue mas clara,positivo
Gracias seleccion dios los bendiga,positivo
James hasta pone pase hasta los contrarios,negativo
Así era el partido era a sol caliente que viva Colombia,positivo
"Le ganamos a la elite del fútbol mundial, no es cualquier cosa, ese equipo argentino es de lo mejor, el día de hoy estas 2 selecciones dieron una verdadera clase de como se juega a la pelota.",positivo
Mucha calidad 🎉🇨🇴🦈,positivo
"Te amo James David Rodríguez Rubio, eres lo que me salvó la vida  ❤️❤️❤️❤️",positivo
Se hizo justicia muchachos💛💙❤️,positivo
Definitivamente los argentinos sin Infantino son san marino 🤷‍♀️,negativo
VAMOS MI SELECCIÓN COLOMBIA 🇨🇴🇨🇴🎉🎉,positivo
Tenemos con qué ganar mundial 💛💙❤,positivo
VAMOS COLOMBIA 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴❤❤,negativo
Hay estan los argentinos impotentes sin ayuda😂😂😂😂 y eso que james les dio un regalazo🎁,negativo
Colombia voto por ti,positivo
"En la final, el bar nunca lo revisaron, ahora que no es un partido tan importante, utilizan el bar y penalti a favor de Colombia. Cómo se nota que no podía ganar por nada 😂",negativo
Colombia es el mejor😀😁😘😍🤩🙂😛😮🎅🥇 feliz año nuevo 2025,positivo
"Ganó el verdadero campeón de la copa América, sin trampas ni jueces qué roben.",positivo
Buen día es un orgullo como colombiano q nuestra selección sea una de las mejores selecciónes del mundo y la única invita en las eliminatorias,positivo
Jugó la Argentina original y no la de Infantino 😁,negativo
James todo un crack,positivo
Argentina sin las ayuditas de conmebol y fija no son nada,positivo
Vamos nuestra gran Colombia,positivo
"Faltó la última jugada, casi 3-1",negativo
Viva Colombia 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴,positivo
Felicitaciones nuestros heroes,positivo
"Excelente el árbitro, por pitar el penal, an habido unos más claro que no lo pitan",negativo
Simplemente colombia❤❤,positivo
Así debió terminar la final pero simpre robos,negativo
"Esoooo, celébralo Colombia !!!!👏🏻👏🏻👏🏻👏🏻💪🏼💪🏼",positivo
"Messi 🇦🇷 no juega*
James 🇨🇴: mi momento ha llegado",positivo
COLOMBIA ES EL MEJOR,positivo
Sí Tiene Millones De Vistas Esa Soy Yo ❤🎉,positivo
Esoo vamos mi colombiaa ❤❤,positivo
Colombia Campeón🇨🇴🇨🇴🏆🏆,positivo
Dos asistencias y un gol por parte de James en este partido. Qué grande Rodríguez.,positivo
Que felicidad ❤❤❤,positivo
muchas gracias 💛💙❤🍔,positivo
Genial súper alegría,positivo
Es una satisfaccion ganarle al mejor equipo del mundo,positivo
Viva Colombia 🇨🇴,positivo
Al fin se le ganó a Argentina al fin carajooo 😊😊😊😊😊,positivo
Que golazo del 10,neutral
Grande eres mi seleccion,positivo
Felicidades Colombia 🎉,positivo
gracias  mi  paissssssssssss  💛💙❤️,positivo
Como estas palabras que Colombia y Argentina 2 1,neutral
Néstor Lorenzo 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇦🇪🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴es un abrazo fuerte y un pro,positivo
James querido ❤🇨🇴,positivo
"Grande James, asistiendo a ambos equipos",positivo
🥇🇨🇴Vamos mi selección favorita  a por el mundial 🇨🇴🥇,positivo
La final de américa.  Y este partido. Fueron batallas en el campo    fueron dos perros depresarios. Colombia argentina.  Que partidos,positivo
"Colombia Teamo mucho🎉
Teamo Colombia",negativo
La selección de Colombia tiene que mejorará,negativo
Gooooooooooooool,positivo
Yo les deseo un 🏆⚽ solamente a colombia,positivo
yo quiero ir,positivo
❤ vamos colombia  💖🙂🎉🎉🎉🎉🎉🎉🎉🎉🎉,positivo
Que golpe de argentina,negativo
Ojala Esta Colombia Mejore En Mentalidad Y En Todo Jugara Asi En El Mundial De 2026 Y En Los Próximos Mundiales Y Copas Américas  Y En Otras Competiciónes Arrasaria Con Todas Las Selecciones,positivo
Ay esta nuestra revancha 🎉🎉,positivo
Somos rivales no enemigos 🇨🇴🤝🇦🇷,positivo
Partidazoooo. Oyeme casi repetimos 5 golesssss 🎉🎉 Gracias a Dios,positivo
No nos asusté Camilo Vargas por favor protégela,negativo
Lo vi en el colegio que experiencia tan buena,neutral
"GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOLLLLL DE COLOMBIAAAAAA MOSUQERA GOL gol de Mosquera 
 
Y que pase de James",positivo
Que feliz de ver ardido al dibu❤,negativo
viva colombiaaaaaaaa,positivo
"Colombia tiene que mejorar mucho,  en su parte defensiva. Que clase de jugador es James.",negativo
vamos  colombiaaaaaaaaaaaaaaaaaaaa🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🤩🤩mi  se  mi  amor mi  hermosisima  colombia,positivo
Te amo James ❤,negativo
Gooooool de Colombia,positivo
Los jugadores muy buenos,positivo
3:40 James con buen vocabulario 😂,negativo
Hola buenos tarde,neutral
Ese pase de James a Córdoba ufffff,positivo
Vamos por el mundial 🟨🟦🟥🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴,positivo
Colombia aaaa ganaaaa❤❤❤ 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴,positivo
Buena selección colombia,positivo
Colombia y Argentina 2 🇨🇴y🇦🇷1,neutral
Me encanta james como es de inteligente se autohabilita para meter ese centro perfecto🎉🎉🎉 increíble,positivo
❤❤❤ colombian siiiiiii yeeessss,positivo
"Muy bien colombia demostraste quie  es el mejor duelale  al que sea ,la justicia divina exiate",positivo
Yerson mosquera gracias por aser ganar ami seleccion🇼🇸,positivo
Goollll de Colombia tómala argentina,positivo
Amen ❤❤❤Colombiaa 😍😍💯💯💯💯💯💯💯💯💯💯💯💯💯😘🤗🥳🥳🥳,positivo
Necesito una chimba usted James usted un jugador genial yo no sé por qué usted no fuera a la final,positivo
Colombia tiene un arma en el juego aéreo,positivo
Colombia le ganó a Argentina eso está bien muy bien por Colombia 😊😊😊😊😊,positivo
El verdadero campeón se demuestra,positivo
que no perdamos en el partido de la vuelta,negativo
Vamossssss colombiaassaa❤❤❤❤,positivo
Se ganó que es lo importante 😊,positivo
Una cosa nunca antes vista es que es la primera vez en la historia que le ganamos a Brazil y Argentina en una misma eliminatoria 😊🇨🇴🇨🇴.,positivo
Colombia aprendiendo de sus errores y cada vez mejorando..❤,positivo
DIBU te perdiste el gol del penalty  de JAMES por andar buscando el balon al otro lado,negativo
James es el mejor jugador de america latina ⚡🔥,positivo
James es el mejor jugador que ha tenido nuestra selección 😮😮❤,positivo
Si todavia fuéramos así 😢😢😢,negativo
Te  amoooooooooooooooooooooooooooooooooooooooooooooooooooooooo Colombiaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,positivo
Un 10 es un 10,neutral
Ahora sí en limpio nos ganamos el mundial gran revancha 🎉,positivo
es  el  gol  d e mi  hemosisimo  paissssss  🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🥹😏🥹😀😃😄😁😆🥹😅😂🤣🥲😊😇🙂🙃😉😌😍🥰😘😗😙😚😋😛😝😜🤪🤓😎🥸🤩🥳,positivo
Colombia🎉💛💙❤️,positivo
Que tan difícil era hacer eso durante la copa america,neutral
Es ta copa es nuestrá que equipo gracias dias,positivo
"Lo increíble es que los dos goleadores de hoy ,se hicieron los humildes y dejaron que argentina les meta un gol",negativo
Felicitaciones a colombia por ganar la copa América 🎉🎉🎉,positivo
James sigue en modo basado,negativo
JUGARON BIEN CON ALGUNAS IMPRESISIONES PERO BIEN,neutral
James es tan bueno que le puso el gol a Argentina,negativo
Goooooooooooooo❤❤❤❤❤🇨🇴,positivo
Vivi jun tico❤,positivo
"El doble de visitas que RCN en el resumen , messirve.",neutral
Cuando nos ponemos  la 10 hacemos lo que sea  👌🇨🇴👍,positivo
"GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOLLLLLLLLLLLL QUE COLOMBIA QUE SURDASO DE JAMES GOOOOL GOOOOOOL GOOOOOOOL DE LA TRICOLOOOOOOOOORRRRRR 







JAMES JAMES DE SURDAAAAAAAA QUE GOLAZOOOOOOOOO …",positivo
Mejor jugador de futbol en la historia de Colombia,positivo
Mano ese  rios cambio de flow😔,negativo
Tequiero conocer luis diaz soy tu idolo mn,positivo
Colombia venció argentina el campeón del mundo arriba Colombia,positivo
Con este partido se demostro que Colombia es el mejor equipo de suramerica en este momento 2024.🎉,positivo
"James es un monstruo,no solo pone los pases gol para Colombia sino que también para el equipo contrario.",positivo
Gooooooooooooool de Colombia,positivo
"Si quieren rating dejen a Eduardo Luis, que man para transmitir emociones con su narración",negativo
"Eduardo Luis narra los partidos de la selección con un sentimiento inmenso, literal nos vemos reflejados en el",positivo
